,work_importance,religion_importance,overall_hapineess,overal_satisfaction_work,free_to_choose,life_satisfaction,pay_important_job,people _important_job,no_pressure_important_job,security_important_job,promotion_important_job,hours_important_job,usefulness_important_job,holidays_important_job,achieving_important_job,responsible_important_job,interesting_important_job,sex,age,marital_status,highest_educ_lvl,employment_status,numb_employees_organisation,job_type,duration_unemployment,country
3772,quite important,quite important,quite happy,0,5,6,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,88.0,widowed,inadequate education,retired/pensioned,,never had a job,,France
3773,quite important,not at all important,very happy,8,7,9,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,male,40.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,,middle level non-manual -office worker etc,,France
3774,quite important,not at all important,quite happy,7,8,6,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,male,52.0,never married,"2nd, interm general qualification",30h a week or more,,middle level non-manual -office worker etc,,France
3775,quite important,not at all important,quite happy,0,5,6,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,female,20.0,,"2nd, interm general qualification",student,,,,France
3776,not at all important,very important,quite happy,0,10,6,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,68.0,widowed,inadequate education,retired/pensioned,,skilled manual worker,,France
3777,very important,not at all important,quite happy,8,5,4,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,29.0,separated,"2nd, interm vocational qualification",unemployed,,middle level non-manual -office worker etc,one year,France
3778,quite important,not at all important,very happy,7,6,8,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,male,38.0,married,higher educ- lower-level 3d certificate,30h a week or more,100-249,"professional worker (lawyer, accountant, teacher etc)",,France
3779,quite important,not at all important,quite happy,8,6,7,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,female,49.0,never married,higher educ- lower-level 3d certificate,30h a week or more,25-49,middle level non-manual -office worker etc,,France
3780,very important,not important,quite happy,8,5,8,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,43.0,divorced,compl compulsory education,30h a week or more,,junior level non-manual -office worker etc,,France
3781,very important,not at all important,very happy,7,3,9,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,35.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,10-24,middle level non-manual -office worker etc,,France
3782,very important,not at all important,quite happy,9,8,8,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,50.0,married,full 2nd maturity level certificate,30h a week or more,,employer/manager of establ with less than 10 employees,,France
3783,quite important,very important,quite happy,0,2,6,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,65.0,married,"2nd, interm general qualification",retired/pensioned,,junior level non-manual -office worker etc,,France
3784,very important,not important,quite happy,7,6,6,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,male,37.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,500-999,middle level non-manual -office worker etc,,France
3785,very important,quite important,very happy,10,5,7,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,male,30.0,,compl compulsory education,less then 30h a week,,unskilled manual worker,,France
3786,very important,very important,very happy,0,7,6,not mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,68.0,widowed,inadequate education,retired/pensioned,,,,France
3787,very important,not important,quite happy,6,7,7,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,51.0,married,inadequate education,30h a week or more,,skilled manual worker,,France
3788,very important,not important,quite happy,0,5,8,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,female,26.0,married,compl compulsory education,retired/pensioned,,employer/manager of establ with less than 10 employees,,France
3789,quite important,not important,very happy,8,7,9,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,48.0,divorced,higher educ- lower-level 3d certificate,30h a week or more,50-99,junior level non-manual -office worker etc,,France
3790,quite important,not at all important,very happy,0,9,9,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,female,37.0,never married,compl compulsory education,housewife,,,,France
3791,very important,quite important,quite happy,7,5,7,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,54.0,divorced,(compl) elementary educ+basic voc qualification,30h a week or more,100-249,foreman and supervisor,,France
3792,very important,not at all important,quite happy,0,10,8,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,42.0,married,(compl) elementary educ+basic voc qualification,housewife,,,,France
3793,quite important,not important,quite happy,8,7,7,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,male,43.0,divorced,"2nd, interm general qualification",30h a week or more,,middle level non-manual -office worker etc,,France
3794,very important,not important,quite happy,9,10,10,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,male,59.0,widowed,inadequate education,30h a week or more,10-24,skilled manual worker,,France
3795,very important,not important,quite happy,7,7,8,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,male,33.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,,skilled manual worker,,France
3796,very important,not important,very happy,4,7,8,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,28.0,married,higher educ- lower-level 3d certificate,less then 30h a week,,junior level non-manual -office worker etc,,France
3797,very important,not important,quite happy,9,5,8,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,not mentioned,female,34.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,,semi-skilled manual worker,,France
3798,quite important,not at all important,quite happy,7,5,7,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,43.0,divorced,(compl) elementary educ+basic voc qualification,30h a week or more,2-9,middle level non-manual -office worker etc,,France
3799,quite important,quite important,very happy,6,6,9,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,36.0,married,higher educ- upper-level 3d certificate,30h a week or more,,middle level non-manual -office worker etc,,France
3800,quite important,not important,very happy,0,5,8,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,65.0,married,(compl) elementary educ+basic voc qualification,housewife,,,,France
3801,quite important,not at all important,very happy,7,6,9,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,male,37.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,,skilled manual worker,,France
3802,quite important,not at all important,quite happy,7,6,7,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,43.0,married,higher educ- lower-level 3d certificate,less then 30h a week,,middle level non-manual -office worker etc,,France
3803,very important,quite important,quite happy,0,5,5,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,49.0,married,(compl) elementary educ+basic voc qualification,,,never had a job,,France
3804,very important,quite important,very happy,0,7,4,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,54.0,married,(compl) elementary educ+basic voc qualification,housewife,,,,France
3805,very important,quite important,quite happy,0,10,8,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,65.0,never married,inadequate education,retired/pensioned,,unskilled manual worker,,France
3806,very important,not important,very happy,7,6,8,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,male,30.0,married,"2nd, interm general qualification",30h a week or more,,skilled manual worker,,France
3807,very important,not at all important,quite happy,0,5,7,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,43.0,married,compl compulsory education,other,,,,France
3808,quite important,not at all important,quite happy,0,3,5,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,male,18.0,,"2nd, interm general qualification",student,,,,France
3809,quite important,not important,quite happy,0,5,4,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,52.0,divorced,(compl) elementary educ+basic voc qualification,unemployed,,junior level non-manual -office worker etc,less than half a year,France
3810,quite important,not important,quite happy,4,5,5,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,male,26.0,never married,(compl) elementary educ+basic voc qualification,30h a week or more,,skilled manual worker,,France
3811,very important,quite important,quite happy,0,5,8,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,female,20.0,,higher educ- lower-level 3d certificate,student,,,,France
3812,very important,quite important,not very happy,2,4,4,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,female,34.0,divorced,(compl) elementary educ+basic voc qualification,less then 30h a week,,junior level non-manual -office worker etc,,France
3813,very important,not important,very happy,8,4,9,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,male,41.0,married,inadequate education,30h a week or more,,skilled manual worker,,France
3814,very important,quite important,quite happy,0,6,6,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,male,21.0,never married,compl compulsory education,unemployed,,never had a job,,France
3815,quite important,not at all important,very happy,9,4,9,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,male,52.0,married,inadequate education,30h a week or more,1000-2499,skilled manual worker,,France
3816,quite important,not at all important,quite happy,9,8,8,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,female,41.0,married,higher educ- upper-level 3d certificate,self employed,,"professional worker (lawyer, accountant, teacher etc)",,France
3817,very important,not at all important,very happy,0,9,10,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,76.0,married,inadequate education,other,,,,France
3818,very important,not at all important,quite happy,6,6,6,mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,male,40.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,,junior level non-manual -office worker etc,,France
3819,very important,not at all important,quite happy,0,8,8,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,68.0,married,inadequate education,other,,,,France
3820,very important,not important,quite happy,0,1,1,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,female,74.0,married,full 2nd maturity level certificate,retired/pensioned,,never had a job,,France
3821,very important,not important,very happy,8,7,10,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,female,25.0,,higher educ- upper-level 3d certificate,30h a week or more,,middle level non-manual -office worker etc,,France
3822,quite important,not at all important,very happy,0,8,10,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,male,21.0,never married,higher educ- upper-level 3d certificate,student,,,,France
3823,very important,quite important,quite happy,8,6,6,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,48.0,married,higher educ- upper-level 3d certificate,less then 30h a week,,middle level non-manual -office worker etc,,France
3824,very important,quite important,quite happy,0,10,10,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,45.0,married,inadequate education,housewife,,,,France
3825,very important,not at all important,not at all happy,10,4,1,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,51.0,separated,higher educ- upper-level 3d certificate,30h a week or more,,middle level non-manual -office worker etc,,France
3826,quite important,not at all important,very happy,0,7,7,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,female,49.0,married,(compl) elementary educ+basic voc qualification,housewife,,,,France
3827,quite important,not at all important,very happy,0,7,9,not mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,female,57.0,married,higher educ- lower-level 3d certificate,retired/pensioned,,middle level non-manual -office worker etc,,France
3828,not important,not at all important,very happy,0,5,9,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,female,18.0,,"2nd, interm general qualification",student,,,,France
3829,very important,quite important,quite happy,0,5,7,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,63.0,widowed,higher educ- upper-level 3d certificate,retired/pensioned,,middle level non-manual -office worker etc,,France
3830,very important,not important,very happy,6,8,7,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,43.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,25-49,middle level non-manual -office worker etc,,France
3831,quite important,not important,very happy,0,5,9,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,male,21.0,never married,higher educ- upper-level 3d certificate,student,,,,France
3832,very important,not at all important,quite happy,0,8,7,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,female,19.0,never married,(compl) elementary educ+basic voc qualification,student,,,,France
3833,very important,quite important,quite happy,0,8,7,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,female,29.0,married,compl compulsory education,housewife,,,,France
3834,not at all important,quite important,quite happy,0,5,8,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,male,61.0,married,inadequate education,retired/pensioned,,skilled manual worker,,France
3835,quite important,quite important,very happy,0,7,7,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,70.0,married,(compl) elementary educ+basic voc qualification,retired/pensioned,,junior level non-manual -office worker etc,,France
3836,very important,not at all important,quite happy,9,7,8,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,male,33.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,,skilled manual worker,,France
3837,very important,very important,quite happy,5,10,5,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,31.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,,unskilled manual worker,,France
3838,quite important,not at all important,quite happy,0,6,8,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,36.0,married,compl compulsory education,housewife,,,,France
3839,not important,very important,quite happy,0,5,7,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,72.0,widowed,full 2nd maturity level certificate,retired/pensioned,,"farmer: employer, manager or own account",,France
3840,quite important,not important,quite happy,7,6,8,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,male,47.0,never married,higher educ- upper-level 3d certificate,30h a week or more,,middle level non-manual -office worker etc,,France
3841,quite important,quite important,quite happy,0,0,10,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,male,75.0,married,higher educ- upper-level 3d certificate,retired/pensioned,,junior level non-manual -office worker etc,,France
3842,quite important,not important,quite happy,7,5,6,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,male,38.0,divorced,higher educ- lower-level 3d certificate,self employed,,employer/manager of establ with less than 10 employees,,France
3843,very important,not at all important,quite happy,7,8,7,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,female,34.0,married,"2nd, interm general qualification",less then 30h a week,,junior level non-manual -office worker etc,,France
3844,very important,not at all important,very happy,0,7,7,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,26.0,never married,(compl) elementary educ+basic voc qualification,housewife,,,,France
3845,very important,not important,quite happy,0,5,7,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,23.0,never married,higher educ- upper-level 3d certificate,student,,,,France
3846,very important,not important,very happy,8,8,7,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,male,37.0,married,compl compulsory education,30h a week or more,,semi-skilled manual worker,,France
3847,quite important,quite important,quite happy,9,7,8,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,male,41.0,married,compl compulsory education,30h a week or more,,middle level non-manual -office worker etc,,France
3848,quite important,not important,quite happy,0,7,8,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,66.0,married,higher educ- upper-level 3d certificate,retired/pensioned,,"professional worker (lawyer, accountant, teacher etc)",,France
3849,very important,not important,very happy,0,6,7,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,female,53.0,married,"2nd, interm vocational qualification",housewife,,,,France
3850,very important,not important,quite happy,0,7,7,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,20.0,never married,higher educ- lower-level 3d certificate,student,,,,France
3851,very important,quite important,quite happy,0,7,9,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,female,48.0,married,compl compulsory education,housewife,,,,France
3852,very important,not important,very happy,0,7,10,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,30.0,married,higher educ- upper-level 3d certificate,housewife,,,,France
3853,very important,quite important,very happy,0,10,10,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,67.0,married,inadequate education,retired/pensioned,,unskilled manual worker,,France
3854,very important,not important,very happy,0,8,10,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,63.0,married,(compl) elementary educ+basic voc qualification,retired/pensioned,,junior level non-manual -office worker etc,,France
3855,very important,quite important,quite happy,9,8,8,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,female,34.0,divorced,full 2nd maturity level certificate,30h a week or more,,junior level non-manual -office worker etc,,France
3856,quite important,not at all important,quite happy,0,5,7,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,female,72.0,divorced,inadequate education,retired/pensioned,,junior level non-manual -office worker etc,,France
3857,very important,very important,very happy,8,4,7,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,male,42.0,married,"2nd, interm vocational qualification",30h a week or more,,middle level non-manual -office worker etc,,France
3858,very important,not at all important,quite happy,10,10,9,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,56.0,widowed,(compl) elementary educ+basic voc qualification,30h a week or more,,junior level non-manual -office worker etc,,France
3859,very important,not important,quite happy,6,8,6,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,female,46.0,divorced,compl compulsory education,30h a week or more,,junior level non-manual -office worker etc,,France
3860,very important,not at all important,quite happy,10,5,8,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,29.0,married,compl compulsory education,less then 30h a week,,junior level non-manual -office worker etc,,France
3861,very important,quite important,very happy,0,5,6,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,63.0,married,compl compulsory education,housewife,,,,France
3862,very important,not at all important,very happy,9,9,8,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,male,55.0,married,inadequate education,30h a week or more,,employer/manager of establ with less than 10 employees,,France
3863,not at all important,not at all important,quite happy,0,10,10,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,24.0,never married,compl compulsory education,housewife,,,,France
3864,not at all important,not at all important,quite happy,0,10,4,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,male,37.0,married,compl compulsory education,retired/pensioned,,junior level non-manual -office worker etc,,France
3865,very important,not at all important,very happy,0,7,10,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,37.0,married,(compl) elementary educ+basic voc qualification,housewife,,,,France
3866,very important,not important,very happy,0,7,7,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,female,21.0,,(compl) elementary educ+basic voc qualification,student,,,,France
3867,very important,not at all important,not very happy,0,4,1,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,male,59.0,,"2nd, interm vocational qualification",retired/pensioned,,middle level non-manual -office worker etc,,France
3868,very important,not important,very happy,0,10,9,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,female,21.0,never married,"2nd, interm vocational qualification",student,,,,France
3869,very important,very important,quite happy,0,0,8,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,71.0,married,inadequate education,retired/pensioned,,skilled manual worker,,France
3870,quite important,not at all important,quite happy,7,6,6,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,45.0,married,full 2nd maturity level certificate,30h a week or more,,middle level non-manual -office worker etc,,France
3871,very important,not at all important,not very happy,0,5,1,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,female,44.0,widowed,"2nd, interm general qualification",unemployed,,semi-skilled manual worker,less than half a year,France
3872,very important,not at all important,quite happy,0,7,7,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,75.0,married,higher educ- upper-level 3d certificate,retired/pensioned,,middle level non-manual -office worker etc,,France
3873,very important,quite important,very happy,0,6,8,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,65.0,married,"2nd, interm vocational qualification",retired/pensioned,,middle level non-manual -office worker etc,,France
3874,very important,quite important,quite happy,7,7,7,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,22.0,,higher educ- lower-level 3d certificate,less then 30h a week,25-49,junior level non-manual -office worker etc,,France
3875,very important,not important,quite happy,0,10,10,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,75.0,married,inadequate education,retired/pensioned,,junior level non-manual -office worker etc,,France
3876,very important,not at all important,very happy,0,7,7,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,73.0,married,(compl) elementary educ+basic voc qualification,retired/pensioned,,employer/manager of establ with less than 10 employees,,France
3877,quite important,not important,quite happy,7,9,8,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,53.0,married,"2nd, interm general qualification",30h a week or more,,middle level non-manual -office worker etc,,France
3878,quite important,not important,quite happy,7,7,8,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,43.0,married,"2nd, interm general qualification",30h a week or more,,middle level non-manual -office worker etc,,France
3879,very important,very important,quite happy,0,9,8,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,33.0,married,higher educ- upper-level 3d certificate,housewife,,,,France
3880,very important,not important,quite happy,0,5,5,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,49.0,divorced,higher educ- upper-level 3d certificate,retired/pensioned,,junior level non-manual -office worker etc,,France
3881,very important,quite important,not very happy,0,6,3,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,female,33.0,never married,(compl) elementary educ+basic voc qualification,unemployed,,junior level non-manual -office worker etc,half a year -one year,France
